name	label	sub_class	dynamic_state	cyclic_uid	age	world_width	world_height	lat_dist	long_dist	vert_dist	rel_vel_x	rel_acc_x	rel_vel_z	rel_acc_z	abs_vel_x	abs_acc_x	abs_vel_z	abs_acc_z	POS_LEFT_x	POS_LEFT_z	POS_CENTER_x	POS_CENTER_z	POS_RIGHT_x	POS_RIGHT_z	POS_DISTANT_x	POS_DISTANT_z	lane_association	conf	is_cipv	uid	eba_bitmask	vacc_quality	x_center	y_center	d3_separation	width	height	sf_confirmed	class_right_id	class_left_id	score	is_occluded	x_l	y_lt	y_lb	x_s	y_st	y_sb	x_r	y_rt	y_rb	matching_radar_cluster_top_left_x	matching_radar_cluster_top_left_z	matching_radar_cluster_width	matching_radar_cluster_height	matching_radar_cluster_is_static	matching_radar_cluster_center_x	matching_radar_cluster_center_z	update_type	reaction_profile	tracked_vel_x	tracked_vel_z	rc_raw_meas_x	rc_raw_meas_z	rc_tracked_pos_x	rc_tracked_pos_z	rc_tracked_vel_x	rc_tracked_vel_z	rc_tracked_acc_x	rc_tracked_acc_z	fd_raw_meas_x	fd_raw_meas_z	fd_tracked_pos_x	fd_tracked_pos_z	fd_tracked_vel_x	fd_tracked_vel_z	fd_tracked_acc_x	fd_tracked_acc_z	rc_weight_pos	rc_weight_kinematics	of_ittc_z	of_rel_vel_z	width_est	orientation	sf_orientation	cametra_origin	debug_field_0	debug_field_1	debug_field_2	
1687017846200057	2	1	0	4	11	1.79	1.43	11.51	241.50	1.58	-4.97	0.03	-4.67	0.02	0.30	0.03	9.09	-0.26	10.62	241.58	12.41	241.50	12.59	245.78	10.81	245.85	0	0.000000	0	88	0x980	0	2011.12	950.06	2003.75	14.83	11.84	1	0	0	77.270218	0	2003.704346	944.376038	956.011292	2003.749268	944.135010	955.976135	2018.537964	944.130615	955.975464	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	2	2	0.30	-4.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.24	256.80	11.30	241.50	0.30	-4.92	0.03	0.02	0.000000	0.000000	0.000000	0.000000	1	-3.102144	0.044164	0	0.000000	0.000000	0.000000	
1687017846300141	2	1	5	5	4	2.10	1.97	-18.94	146.18	-0.02	-3.38	0.02	-16.74	-0.04	0.27	0.02	-2.30	-0.29	-21.88	145.80	-16.88	146.18	-17.03	148.27	-22.04	147.89	0	0.000000	0	92	0x880	0	1651.65	963.04	1685.62	70.19	26.89	1	1	1	99.908272	0	1616.556885	949.572693	976.529419	1685.623047	949.594482	976.481445	1686.744019	949.713135	976.220520	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.27	-16.26	-19.02	143.61	-19.02	143.61	0.27	-16.26	0.02	-0.04	-17.14	129.41	-18.94	146.18	0.27	-16.26	0.02	-0.04	0.000000	0.000000	0.000000	0.000000	1	1.495288	-1.502412	0	0.000000	0.000000	0.000000	
1687017846300141	2	1	2	0	18	1.85	1.59	4.87	149.79	0.75	-2.66	0.04	-24.03	0.27	1.08	0.04	-10.19	0.02	3.92	149.84	5.76	149.79	5.87	154.07	4.03	154.12	0	0.000000	0	85	0x18A1	0	1980.46	955.14	1968.15	24.61	21.17	1	1	1	99.800056	1	1968.151245	944.558167	965.728821	1968.151245	944.558167	965.728821	1992.762451	944.553833	965.731201	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	1.08	-24.15	11.06	342.44	11.06	342.44	1.08	-24.15	0.04	0.27	4.69	145.14	4.87	149.79	1.08	-24.15	0.04	0.27	0.000000	0.000000	-0.016318	-26.869810	1	-3.068861	0.026128	0	0.000000	0.000000	0.000000	
1687017846300141	2	1	2	2	13	1.82	2.12	12.11	169.07	1.14	-4.23	-0.09	-41.36	0.00	-0.02	-0.09	-27.70	-0.25	10.87	169.18	12.69	169.07	12.96	173.34	11.15	173.45	0	0.000000	0	86	0x9A1	100	2055.00	947.79	2044.25	21.49	24.98	1	2	2	99.694260	0	2044.254028	935.299255	960.283936	2044.254028	935.299255	960.283936	2065.741455	935.283630	960.285400	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	-0.02	-41.67	80.83	1160.39	80.83	1160.39	-0.02	-41.67	-0.09	0.00	11.44	164.30	12.11	169.07	-0.02	-41.67	-0.09	0.00	0.000000	0.000000	0.000000	0.000000	0	0.063840	0.041099	0	0.000000	0.000000	0.000000	
1687017846300141	2	1	1	1	29	1.92	1.64	1.77	176.32	0.37	-4.01	-0.03	-15.99	0.49	0.39	-0.03	-2.07	0.24	0.75	176.47	2.66	176.32	3.02	180.89	1.11	181.04	0	0.000000	0	83	0x4A0	0	1936.87	959.54	1946.09	24.85	18.54	1	1	0	99.518433	0	1924.439819	950.273621	968.801514	1946.092285	950.267029	968.810669	1949.292725	950.462463	968.537537	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.39	-16.03	2.57	245.51	2.57	245.51	0.39	-16.03	-0.03	0.49	1.95	186.42	1.77	176.32	0.39	-16.03	-0.03	0.49	0.000000	0.000000	0.000000	0.000000	0	-3.063205	0.133541	0	0.000000	0.000000	0.000000	
1687017846300141	2	1	0	4	8	1.20	1.70	4.59	196.65	0.58	-4.81	0.02	11.08	-0.03	0.09	0.02	24.93	-0.28	3.99	196.67	5.19	196.65	5.27	200.93	4.07	200.95	0	0.000000	0	91	0x880	0	1962.56	956.98	1956.51	12.28	17.21	1	0	0	92.427864	0	1956.418945	948.575867	965.423950	1956.505249	948.370850	965.585266	1968.698486	948.369812	965.586182	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	2	2	0.09	10.97	8.27	354.02	8.27	354.02	0.09	10.97	0.02	-0.03	4.65	199.13	4.21	196.65	0.09	10.97	0.02	-0.03	0.000000	0.000000	0.000000	0.000000	0	-3.123326	0.019143	1	0.000000	0.000000	0.000000	
1687017846300141	2	1	0	3	12	1.78	1.91	12.95	228.00	1.46	-4.85	0.14	42.07	0.07	0.84	0.14	55.71	-0.18	12.46	228.10	14.23	228.00	14.47	232.27	12.69	232.37	0	0.000000	0	87	0x1980	100	2032.78	948.56	2024.99	15.58	16.67	1	2	2	99.605080	0	2024.992432	940.225403	956.891541	2024.992432	940.225403	956.891541	2040.571289	940.217834	956.891052	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.84	41.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	13.42	229.29	12.95	228.00	0.84	41.74	0.14	0.07	0.000000	0.000000	0.000000	0.000000	1	0.051246	0.054563	0	0.000000	0.000000	0.000000	
1687017846399951	2	1	5	5	5	1.79	2.02	-17.31	134.96	0.34	-2.39	0.06	-35.75	-0.08	0.77	0.06	-21.39	-0.30	-20.80	136.74	-20.60	134.96	-15.30	135.56	-15.50	137.33	0	0.000000	0	92	0x18A0	0	1651.08	957.63	1690.83	79.50	29.80	1	1	1	89.724609	0	1611.332764	942.659790	972.590820	1690.828491	942.727600	972.526367	1690.828491	942.727600	972.526367	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.77	-35.35	-24.15	181.90	-24.15	181.90	0.77	-35.35	0.06	-0.08	-14.26	107.39	-17.31	134.96	0.77	-35.35	0.06	-0.08	0.000000	0.000000	0.000000	0.000000	1	1.486061	1.458436	0	0.000000	0.000000	0.000000	
1687017846399951	2	1	2	0	19	1.80	1.03	4.58	147.24	1.13	-2.36	0.03	-24.13	0.22	1.09	0.03	-10.28	0.01	1.70	147.35	3.50	147.24	3.76	151.45	1.97	151.56	0	0.000000	0	85	0x39A1	0	1952.32	953.74	1963.39	26.53	13.99	1	0	0	99.680565	0	1939.051636	946.758911	960.736206	1963.387939	946.750244	960.738281	1965.581787	947.063110	960.662170	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	1.09	-24.24	19.83	643.75	19.83	643.75	1.09	-24.24	0.03	0.22	4.50	146.13	4.58	147.24	1.09	-24.24	0.03	0.22	0.000000	0.000000	-0.016318	-26.869810	0	-3.078401	0.024253	0	0.000000	0.000000	0.000000	
1687017846399951	2	1	2	2	14	1.94	2.22	11.06	159.94	1.46	-4.18	-0.15	-46.13	-0.07	-0.44	-0.15	-32.42	-0.29	9.99	160.06	11.93	159.94	12.19	164.21	10.26	164.33	0	0.000000	0	86	0x981	100	2052.71	942.50	2040.59	24.24	27.63	1	2	2	80.178070	1	2040.588623	928.687500	956.319519	2040.588623	928.687500	956.319519	2064.826416	928.665405	956.318237	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	-0.44	-46.39	80.83	1160.39	78.12	1156.42	0.07	-41.67	-0.09	-0.03	10.10	147.38	11.06	159.94	-0.44	-46.39	-0.15	-0.07	0.000000	0.000000	0.000000	0.000000	1	0.061640	0.062352	0	0.000000	0.000000	0.000000	
1687017846399951	2	1	1	1	30	1.75	1.58	1.48	180.17	0.79	-3.72	-0.02	-12.40	0.88	0.50	-0.02	1.53	0.66	0.45	180.30	2.19	180.17	2.50	184.33	0.76	184.46	0	0.000000	0	83	0x4A0	0	1932.07	955.19	1940.31	22.08	17.54	1	1	0	99.608902	1	1921.026733	946.425903	963.952881	1940.309082	946.417603	963.957153	1943.109741	946.679016	963.822693	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.50	-12.43	3.58	444.68	3.58	444.68	0.50	-12.43	-0.02	0.88	1.59	197.09	1.48	180.17	0.50	-12.43	-0.02	0.88	0.000000	0.000000	0.000000	0.000000	0	-3.067364	0.060544	0	0.000000	0.000000	0.000000	
1687017846399951	2	1	0	4	9	1.20	1.70	4.16	197.75	0.90	-4.47	0.03	11.06	-0.06	0.16	0.03	24.92	-0.28	3.56	197.78	4.76	197.76	4.83	202.03	3.63	202.05	0	0.000000	0	91	0x880	0	1957.94	953.79	1951.92	12.21	17.12	1	0	0	92.596970	0	1951.832153	945.504272	962.260315	1951.919678	945.234009	962.352417	1964.044434	945.232788	962.352905	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	2	2	0.16	10.96	12.57	597.59	12.57	597.59	0.16	10.96	0.03	-0.06	4.41	209.74	3.92	197.75	0.16	10.96	0.03	-0.06	0.000000	0.000000	0.000000	0.000000	0	-3.125660	0.016769	0	0.000000	0.000000	0.000000	
1687017846399951	2	1	0	3	13	1.85	1.85	12.42	226.39	1.90	-4.59	0.13	35.90	0.00	0.70	0.13	49.57	-0.22	11.83	226.48	13.67	226.39	13.90	230.66	12.05	230.75	0	0.000000	0	87	0x1980	100	2028.36	944.80	2020.20	16.33	16.34	1	2	2	99.806007	0	2020.196899	936.629944	952.971680	2020.196899	936.629944	952.971680	2036.527588	936.620850	952.969482	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.70	35.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.32	218.73	12.42	226.39	0.70	35.61	0.13	0.00	0.000000	0.000000	0.000000	0.000000	1	0.049370	0.052167	0	0.000000	0.000000	0.000000	
1687017846399951	2	1	0	6	13	1.79	1.43	9.88	240.57	2.46	-5.52	0.01	-4.69	-0.05	0.11	0.01	9.04	-0.26	8.99	240.64	10.78	240.58	10.94	244.85	9.15	244.92	0	0.000000	0	88	0x2980	0	1998.00	942.72	1990.57	14.84	11.89	1	0	0	81.286736	0	1990.574585	936.772522	948.659668	1990.574585	936.772522	948.659668	2005.416138	936.766541	948.657043	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	2	2	0.11	-4.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.65	318.12	9.88	240.57	0.11	-4.92	0.01	-0.05	0.000000	0.000000	0.000000	0.000000	1	-3.106959	0.037306	1	0.000000	0.000000	0.000000	
1687017846499830	2	1	5	5	6	2.05	1.80	-16.52	126.00	0.68	-2.20	0.09	-45.47	0.01	1.20	0.09	-31.11	-0.31	-18.85	125.75	-13.95	126.00	-14.06	128.05	-18.96	127.80	0	0.000000	0	92	0x18A0	0	1656.88	954.10	1695.02	80.12	28.45	1	1	1	87.599930	1	1616.819702	939.841370	968.346741	1695.024170	939.877258	968.326355	1696.938843	940.167480	968.160889	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	1.20	-45.02	-33.37	257.02	-33.37	257.02	1.20	-45.02	0.09	0.01	-14.81	114.03	-16.52	126.00	1.20	-45.02	0.09	0.01	0.000000	0.000000	0.000000	0.000000	1	1.520025	-1.454046	0	0.000000	0.000000	0.000000	
1687017846499830	2	1	2	2	15	1.94	2.17	10.08	150.68	1.68	-4.82	-0.21	-50.27	-0.01	-0.75	-0.21	-36.63	-0.33	9.17	150.79	11.11	150.68	11.37	154.95	9.43	155.06	0	0.000000	0	86	0x1981	100	2050.28	939.03	2037.40	25.75	28.76	1	2	2	77.081001	1	2037.404297	924.646912	953.406921	2037.404297	924.646912	953.406921	2063.154785	924.620850	953.403320	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	-0.75	-50.55	80.83	1160.39	75.02	1152.47	0.18	-41.67	-0.09	0.06	9.33	138.72	10.08	150.68	-0.75	-50.55	-0.21	-0.01	0.000000	0.000000	0.000000	0.000000	1	0.059208	0.060762	0	0.000000	0.000000	0.000000	
1687017846499830	2	1	1	1	31	2.06	1.83	1.08	175.90	1.12	-4.20	-0.01	-14.32	0.70	0.56	-0.01	-0.44	0.39	-0.18	176.04	1.87	175.90	2.18	180.27	0.13	180.41	0	0.000000	0	83	0x11A0	0	1927.03	950.04	1937.17	26.24	20.77	1	1	0	99.275322	1	1913.905396	939.675415	960.425720	1937.167236	939.659973	960.427795	1940.148682	940.104614	960.368835	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.56	-14.35	7.33	1092.35	7.33	1092.35	0.56	-14.35	-0.01	0.70	1.12	166.45	1.08	175.90	0.56	-14.35	-0.01	0.70	0.000000	0.000000	0.000000	0.000000	0	-3.069482	0.073039	0	0.000000	0.000000	0.000000	
1687017846499830	2	1	0	0	20	1.80	1.05	4.30	181.87	1.35	-3.76	0.03	1.73	3.39	1.16	0.03	15.53	3.08	1.56	181.96	3.36	181.87	3.58	186.08	1.78	186.18	0	0.000000	0	85	0x1980	0	1943.76	952.00	1952.84	21.31	11.55	1	0	0	99.727707	0	1933.106445	946.227539	957.775269	1952.842896	946.221313	957.775146	1954.421265	946.488342	957.780273	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	1.16	1.62	19.83	643.75	18.21	641.38	1.15	-24.21	0.03	0.32	4.30	271.11	4.30	181.87	1.16	1.62	0.03	3.39	0.000000	0.000000	-0.016318	-26.869810	0	-3.088294	0.012485	0	0.000000	0.000000	0.000000	
1687017846499830	2	1	0	4	10	1.20	1.70	2.95	198.86	1.25	-5.51	0.00	11.04	0.04	-0.13	0.00	24.88	-0.28	2.35	198.88	3.55	198.86	3.61	203.14	2.40	203.16	0	0.000000	0	91	0x180	0	1945.59	950.30	1939.56	12.06	17.02	1	0	0	41.869694	0	1939.557251	941.785156	958.808716	1939.557251	941.785156	958.808716	1951.613403	941.783875	958.808777	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	2	2	-0.13	10.96	12.57	597.59	10.97	598.72	0.13	10.96	0.03	0.04	3.05	232.04	2.95	198.86	-0.13	10.96	0.00	0.04	0.000000	0.000000	0.000000	0.000000	0	-3.128362	0.088894	0	0.000000	0.000000	0.000000	
1687017846499830	2	1	0	3	14	1.92	1.51	11.63	225.03	2.35	-5.66	0.11	31.03	0.06	0.43	0.11	44.63	-0.25	11.13	225.12	13.05	225.03	13.26	229.30	11.35	229.40	0	0.000000	0	87	0x980	100	2023.21	942.21	2014.70	17.01	13.42	1	2	2	99.115273	0	2014.699585	935.503540	948.919678	2014.699585	935.503540	948.919678	2031.714233	935.494080	948.915833	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.43	30.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.28	209.94	11.63	225.03	0.43	30.72	0.11	0.06	0.000000	0.000000	0.000000	0.000000	1	0.047059	0.049419	0	0.000000	0.000000	0.000000	
1687017846499830	2	1	0	6	14	1.79	1.43	9.51	240.10	2.18	-6.29	0.02	-4.66	0.05	0.21	0.02	8.99	-0.26	8.62	240.17	10.40	240.11	10.55	244.39	8.77	244.45	0	0.000000	0	88	0x980	0	1995.01	944.97	1987.58	14.90	11.91	1	0	0	89.029427	0	1987.559082	939.350159	951.052185	1987.584717	939.018188	950.928528	2002.454468	939.013245	950.926697	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	2	2	0.21	-4.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.75	271.49	9.36	240.10	0.21	-4.92	0.02	0.05	0.000000	0.000000	0.000000	0.000000	1	-3.109652	0.036286	0	0.000000	0.000000	0.000000	
1687017846600070	2	1	5	5	7	2.03	1.69	-15.48	115.93	0.65	-1.36	0.14	-54.32	-0.03	1.84	0.14	-39.97	-0.32	-17.36	115.78	-12.51	115.93	-12.57	117.96	-17.42	117.81	0	0.000000	0	92	0x1AA0	0	1660.09	955.12	1700.73	86.55	29.07	1	0	1	89.058006	1	1616.820435	940.562561	969.667419	1700.732666	940.585327	969.652161	1703.365479	940.885071	969.451660	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	1.84	-53.90	-29.21	227.78	-29.21	227.78	1.84	-53.90	0.14	-0.03	-13.45	104.85	-15.48	115.93	1.84	-53.90	0.14	-0.03	0.000000	0.000000	0.000000	0.000000	1	1.539593	-1.489822	0	0.000000	0.000000	0.000000	
1687017846600070	2	1	2	2	16	1.84	2.07	9.38	152.29	1.54	-5.01	-0.23	-42.75	0.36	-0.81	-0.23	-29.08	0.08	8.42	152.40	10.26	152.29	10.51	156.56	8.67	156.67	0	0.000000	0	86	0x1981	100	2038.32	941.69	2026.25	24.14	27.16	1	2	2	76.348373	0	2026.252197	928.111023	955.267639	2026.252197	928.111023	955.267639	2050.395264	928.089966	955.265747	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	-0.81	-43.01	80.83	1160.39	71.86	1153.20	0.28	-25.34	-0.09	0.05	9.07	139.94	9.38	152.29	-0.81	-43.01	-0.23	0.36	0.000000	0.000000	-0.000835	-1.200697	1	0.056722	0.058332	0	0.000000	0.000000	0.000000	
1687017846600070	2	1	0	0	21	1.81	1.40	3.87	169.77	1.22	-3.57	0.01	-6.50	2.31	1.11	0.01	7.32	2.03	2.40	169.85	4.21	169.77	4.40	173.99	2.60	174.08	0	0.000000	0	85	0x3DA0	0	1955.38	951.05	1965.47	22.25	16.41	1	0	0	99.856468	1	1944.250732	942.849182	959.250916	1965.465088	942.841736	959.251526	1966.500732	943.209778	959.221130	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	1.11	-6.61	43.06	1585.02	43.06	1585.02	1.11	-6.61	0.01	2.31	3.81	140.07	3.87	169.77	1.11	-6.61	0.01	2.31	0.000000	0.000000	-0.016318	-26.869810	0	-3.095461	0.020489	0	0.000000	0.000000	0.000000	
1687017846600070	2	1	1	1	32	2.03	1.71	0.74	175.31	0.96	-4.15	0.00	-13.69	0.76	0.68	0.00	0.21	0.47	-0.67	175.45	1.35	175.31	1.66	179.67	-0.36	179.81	0	0.000000	0	83	0x30A0	0	1921.42	952.47	1931.41	26.12	19.41	1	1	0	97.941330	1	1908.359253	942.776245	962.174927	1931.410645	942.763794	962.178406	1934.480469	943.133545	962.076965	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.68	-13.71	3.07	634.34	3.07	634.34	0.68	-13.71	0.00	0.76	0.86	178.05	0.74	175.31	0.68	-13.71	0.00	0.76	0.000000	0.000000	0.000000	0.000000	0	-3.070611	0.078388	0	0.000000	0.000000	0.000000	
1687017846600070	2	1	0	4	11	1.87	1.80	2.62	185.31	1.16	-5.12	0.02	-4.95	-0.04	-0.01	0.02	8.90	-0.32	2.17	185.33	4.04	185.31	4.09	189.59	2.22	189.61	0	0.000000	0	91	0x1A0	0	1949.39	950.15	1939.31	20.15	19.39	1	0	0	97.233597	0	1939.314209	940.452942	959.846252	1939.314209	940.452942	959.846252	1959.460327	940.450928	959.846436	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	-0.01	-5.03	24.03	1436.51	24.03	1436.51	-0.01	-5.03	0.02	-0.04	2.97	177.31	2.62	185.31	-0.01	-5.03	0.02	-0.04	0.000000	0.000000	0.000000	0.000000	1	-3.130843	0.011682	0	0.000000	0.000000	0.000000	
1687017846600070	2	1	0	3	15	1.80	1.68	11.32	227.80	2.14	-5.70	0.14	30.73	0.03	0.58	0.14	44.34	-0.25	10.88	227.89	12.68	227.80	12.88	232.08	11.09	232.16	0	0.000000	0	87	0x1980	100	2019.18	943.58	2011.30	15.75	14.68	1	2	2	99.248138	0	2011.304443	936.243896	950.923767	2011.304443	936.243896	950.923767	2027.051270	936.235718	950.921143	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.58	30.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.73	226.84	11.32	227.80	0.58	30.42	0.14	0.03	0.000000	0.000000	0.000000	0.000000	1	0.044780	0.047722	0	0.000000	0.000000	0.000000	
1687017846600070	2	1	0	6	15	1.79	1.43	8.65	239.63	2.46	-6.44	0.01	-4.68	0.02	0.17	0.01	9.01	-0.26	7.76	239.70	9.54	239.65	9.68	243.92	7.90	243.98	0	0.000000	0	88	0x980	0	1988.03	942.66	1980.58	14.90	11.93	1	0	0	68.193855	0	1980.584351	936.689392	948.623108	1980.584351	936.689392	948.623108	1995.481079	936.684265	948.620850	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	2	2	0.17	-4.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.30	316.57	8.65	239.63	0.17	-4.92	0.01	0.02	0.000000	0.000000	0.000000	0.000000	1	-3.112407	0.033317	0	0.000000	0.000000	0.000000	
1687017846700038	2	1	2	5	8	1.78	1.55	-14.48	104.46	0.65	-0.05	0.19	-71.84	-0.03	2.87	0.19	-57.52	-0.31	-15.30	104.27	-11.05	104.46	-11.13	106.24	-15.38	106.05	0	0.000000	0	92	0x1AA1	0	1665.07	956.27	1704.86	83.64	29.61	1	0	1	90.764023	1	1623.254517	941.436096	971.101196	1704.858398	941.466309	971.077393	1706.891357	941.742615	970.858826	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	2.87	-71.44	-25.52	202.95	-25.52	202.95	2.87	-71.44	0.19	-0.03	-12.84	102.07	-14.48	104.46	2.87	-71.44	0.19	-0.03	0.000000	0.000000	0.000000	0.000000	1	1.525973	1.466390	0	0.000000	0.000000	0.000000	
1687017846700038	2	1	5	7	3	1.78	1.84	91.17	107.88	3.15	2.31	0.00	2.48	-0.03	5.33	0.00	13.85	-0.31	89.67	109.59	89.18	107.88	93.27	106.70	93.77	108.41	0	0.000000	0	98	0x1B80	0	3604.68	907.36	3565.72	111.56	34.05	1	1	0	82.866173	0	3548.897705	891.396545	924.913452	3565.716797	890.339111	924.388184	3660.458496	889.593201	924.017578	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	5.33	-0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	87.85	103.82	91.17	107.88	5.33	-0.07	0.00	-0.03	0.000000	0.000000	0.000000	0.000000	1	-1.290950	1.605561	1	0.000000	0.000000	0.000000	
1687017846700038	2	1	2	2	17	1.69	1.45	9.36	150.92	1.52	-4.52	-0.18	-40.39	0.40	-0.31	-0.18	-26.74	0.12	8.66	151.01	10.35	150.92	10.59	155.19	8.90	155.29	0	0.000000	0	86	0x981	100	2041.60	945.88	2030.39	22.43	19.21	1	2	2	99.957115	1	2030.389282	936.268616	955.482666	2030.389282	936.268616	955.482666	2052.820801	936.254639	955.481018	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	-0.31	-40.65	80.83	1160.39	71.89	1150.40	0.27	-26.03	-0.09	0.02	10.02	158.94	9.36	150.92	-0.31	-40.65	-0.18	0.40	0.000000	0.000000	-0.012772	-19.243650	1	0.054421	0.057370	0	0.000000	0.000000	0.000000	
1687017846700038	2	1	1	0	22	1.81	1.32	3.52	160.46	1.18	-3.34	0.01	-12.17	1.57	1.14	0.01	1.64	1.28	1.94	160.54	3.74	160.46	3.91	164.69	2.11	164.76	0	0.000000	0	85	0x3DA0	0	1951.74	951.73	1962.56	23.33	16.38	1	0	0	99.813782	1	1940.077759	943.547302	959.919495	1962.562134	943.540833	959.920349	1963.402832	943.912109	959.871033	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	1.14	-12.27	26.01	1052.53	26.01	1052.53	1.14	-12.27	0.01	1.57	3.54	143.03	3.52	160.46	1.14	-12.27	0.01	1.57	0.000000	0.000000	-0.016318	-26.869810	0	-3.101876	0.018264	0	0.000000	0.000000	0.000000	
1687017846700038	2	1	1	1	33	2.01	1.71	0.48	174.78	0.90	-4.01	0.03	-13.05	0.85	0.87	0.03	0.85	0.57	-1.02	174.92	0.98	174.78	1.30	179.13	-0.71	179.27	0	0.000000	0	83	0x10A0	0	1917.40	953.17	1927.21	26.10	19.57	1	1	0	97.159088	0	1904.350342	943.403442	962.953979	1927.206543	943.391296	962.958069	1930.447754	943.746155	962.837646	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.87	-13.06	2.06	535.30	2.06	535.30	0.87	-13.06	0.03	0.85	0.68	176.67	0.48	174.78	0.87	-13.06	0.03	0.85	0.000000	0.000000	0.000000	0.000000	0	-3.069242	0.095451	0	0.000000	0.000000	0.000000	
1687017846700038	2	1	0	4	12	1.91	1.72	2.56	177.65	1.01	-4.96	0.02	-4.96	-0.04	0.00	0.02	8.89	-0.32	1.59	182.22	1.66	177.65	3.57	177.68	3.50	182.25	0	0.000000	0	91	0x1A0	0	1944.73	951.87	1934.64	22.72	19.36	1	0	1	99.822990	1	1933.373047	942.586548	961.459229	1934.636475	942.190430	961.548157	1956.090332	942.193115	961.547607	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	4	2	0.00	-5.03	24.03	1436.51	2.56	177.65	0.00	-5.03	0.02	-0.04	2.97	177.31	2.56	177.65	0.00	-5.03	0.02	-0.04	0.000000	0.000000	0.000000	0.000000	1	-3.138418	-0.015929	0	0.000000	0.000000	0.000000	
1687017846700038	2	1	0	3	16	1.70	1.74	10.72	225.05	2.06	-5.79	0.13	25.69	-0.03	0.49	0.13	39.31	-0.31	10.46	229.32	10.28	225.05	11.97	224.97	12.16	229.25	0	0.000000	0	87	0x2980	100	2014.61	943.83	2007.12	15.21	15.40	1	2	2	99.472382	0	2007.008301	936.536743	951.652832	2007.125000	936.129089	951.532288	2022.218140	936.122070	951.530212	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.49	25.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.68	216.27	10.72	225.05	0.49	25.39	0.13	-0.03	0.000000	0.000000	0.000000	0.000000	0	0.042493	0.045538	0	0.000000	0.000000	0.000000	
1687017846700038	2	1	0	6	16	1.79	1.43	7.94	239.17	2.46	-6.54	0.00	-4.69	0.02	0.13	0.00	9.00	-0.26	7.05	239.23	8.84	239.18	8.96	243.46	7.18	243.51	0	0.000000	0	88	0x980	0	1982.28	942.63	1974.81	14.92	11.96	1	0	0	54.092388	0	1974.812866	936.647461	948.604675	1974.812866	936.647461	948.604675	1989.737061	936.642761	948.602600	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	2	2	0.13	-4.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.72	325.98	7.94	239.17	0.13	-4.91	0.00	0.02	0.000000	0.000000	0.000000	0.000000	1	-3.115190	-0.179658	0	0.000000	0.000000	0.000000	
