name	label	sub_class	dynamic_state	cyclic_uid	age	world_width	world_height	lat_dist	long_dist	vert_dist	rel_vel_x	rel_acc_x	rel_vel_z	rel_acc_z	abs_vel_x	abs_acc_x	abs_vel_z	abs_acc_z	POS_LEFT_x	POS_LEFT_z	POS_CENTER_x	POS_CENTER_z	POS_RIGHT_x	POS_RIGHT_z	POS_DISTANT_x	POS_DISTANT_z	lane_association	conf	is_cipv	uid	eba_bitmask	vacc_quality	x_center	y_center	d3_separation	width	height	sf_confirmed	class_right_id	class_left_id	score	is_occluded	x_l	y_lt	y_lb	x_s	y_st	y_sb	x_r	y_rt	y_rb	matching_radar_cluster_top_left_x	matching_radar_cluster_top_left_z	matching_radar_cluster_width	matching_radar_cluster_height	matching_radar_cluster_is_static	matching_radar_cluster_center_x	matching_radar_cluster_center_z	update_type	reaction_profile	tracked_vel_x	tracked_vel_z	rc_raw_meas_x	rc_raw_meas_z	rc_tracked_pos_x	rc_tracked_pos_z	rc_tracked_vel_x	rc_tracked_vel_z	rc_tracked_acc_x	rc_tracked_acc_z	fd_raw_meas_x	fd_raw_meas_z	fd_tracked_pos_x	fd_tracked_pos_z	fd_tracked_vel_x	fd_tracked_vel_z	fd_tracked_acc_x	fd_tracked_acc_z	rc_weight_pos	rc_weight_kinematics	of_ittc_z	of_rel_vel_z	width_est	orientation	sf_orientation	cametra_origin	debug_field_0	debug_field_1	debug_field_2	
1687017847899962	2	1	0	3	28	1.73	1.78	1.97	233.53	2.11	-10.72	0.22	14.61	-0.14	0.44	0.22	28.07	-0.54	1.16	237.69	1.20	233.53	2.93	233.55	2.89	237.70	0	0.000000	0	87	0x2580	100	1933.38	943.72	1926.26	15.35	15.24	1	2	1	99.568535	0	1925.698975	936.483521	951.457947	1926.263306	936.101074	951.341675	1941.051880	936.102844	951.342224	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.44	14.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.09	243.34	1.97	233.53	0.44	14.51	0.22	-0.14	0.000000	0.000000	0.000000	0.000000	1	-0.011048	-0.000439	0	0.000000	0.000000	0.000000	
1687017847999837	2	1	2	11	18	1.69	1.26	22.19	77.60	1.70	-4.16	-0.17	-18.60	0.17	-0.71	-0.17	-6.07	-0.27	20.33	79.26	20.00	77.60	23.96	76.80	24.30	78.46	0	0.000000	0	96	0x1981	100	2483.30	932.10	2430.23	110.80	32.52	1	1	1	85.561005	1	2427.897217	916.719788	948.560059	2430.233887	915.836609	948.358093	2538.697998	915.397034	948.257568	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	1	-0.71	-19.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	21.90	77.05	22.19	77.60	-0.71	-19.59	-0.17	0.17	0.000000	0.000000	0.000000	0.000000	1	1.769911	-1.319693	0	0.000000	0.000000	0.000000	
1687017847999837	2	1	2	5	21	1.48	1.42	-11.72	84.55	0.64	1.88	0.18	-30.82	0.56	5.64	0.18	-16.78	0.12	-12.79	85.47	-9.38	84.55	-9.00	85.98	-12.41	86.89	0	0.000000	0	92	0x1EA1	0	1662.28	957.43	1694.62	89.73	33.55	1	0	1	91.235809	1	1617.414917	940.835510	974.031494	1694.619019	940.650391	974.204285	1707.144165	940.938110	973.935608	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	1	5.64	-30.30	-20.82	163.79	-20.82	163.79	5.64	-30.30	0.18	0.56	-12.45	97.96	-11.72	84.55	5.64	-30.30	0.18	0.56	0.000000	0.000000	0.000000	0.000000	1	1.832231	-1.018906	0	0.000000	0.000000	0.000000	
1687017847999837	2	1	5	9	6	1.67	1.51	34.39	100.92	2.18	0.29	-0.00	1.51	0.09	4.79	-0.00	13.50	-0.34	32.76	102.59	32.63	100.92	36.61	100.62	36.74	102.28	0	0.000000	0	106	0x1B80	100	2597.70	926.31	2561.24	88.86	29.79	1	1	2	80.224594	1	2553.270752	912.169617	941.471558	2561.240967	911.413635	941.198914	2642.128174	911.271362	941.147644	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	4.79	-0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.19	97.15	34.39	100.92	4.79	-0.02	-0.00	0.09	0.000000	0.000000	0.000000	0.000000	0	1.647870	-1.261687	1	0.000000	0.000000	0.000000	
1687017847999837	0	3	1	4	8	0.85	1.70	-2.42	101.59	0.65	-4.52	0.00	-13.63	0.00	0.00	0.00	0.00	-0.44	-2.85	101.59	-2.00	101.59	-2.00	101.60	-2.85	101.60	0	0.000000	0	105	0x404020	100	1868.42	954.71	1876.73	16.64	33.39	0	-1	-1	57.582657	1	1860.099121	938.012939	971.406006	1876.733765	938.012939	971.406006	1876.737671	938.014893	971.404602	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	3	-1	0.00	-13.52	-4.72	197.98	-4.72	197.98	0.00	-13.52	0.00	0.00	-2.42	101.59	-2.42	101.59	0.00	-13.52	0.00	0.00	0.000000	0.000000	0.000000	0.000000	0	0.000000	0.000000	0	0.000000	0.000000	0.000000	
1687017847999837	2	1	2	7	16	1.69	1.86	101.94	109.22	3.74	-8.35	-0.00	-21.33	0.13	-3.49	-0.00	-12.35	-0.31	100.46	110.86	100.05	109.22	103.97	108.23	104.38	109.87	0	0.000000	0	98	0x1B81	0	3778.74	896.91	3744.03	108.57	34.05	1	1	0	85.752960	0	3724.457031	881.040344	914.591187	3744.033203	879.884949	913.939453	3833.025391	879.169861	913.536133	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	-3.49	-25.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	101.94	109.22	95.52	102.23	-3.49	-25.87	-0.00	0.13	0.000000	0.000000	0.000000	0.000000	1	-1.331288	1.818423	0	0.000000	0.000000	0.000000	
1687017847999837	2	1	2	0	35	1.81	1.34	-1.27	109.52	1.00	-3.10	-0.08	-25.17	0.10	1.77	-0.08	-11.59	-0.34	-2.63	109.52	-0.83	109.52	-0.81	113.78	-2.62	113.79	0	0.000000	0	85	0x14A1	0	1884.87	951.81	1900.91	33.75	24.45	1	1	0	98.031860	1	1867.997192	939.592590	964.037842	1900.913574	939.591492	964.038147	1901.747070	940.281433	963.811768	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	1.77	-25.11	-5.02	439.55	-5.02	439.55	1.77	-25.11	-0.08	0.10	-1.32	115.52	-1.27	109.52	1.77	-25.11	-0.08	0.10	0.000000	0.000000	-0.016318	-26.869810	0	-3.138008	0.040363	0	0.000000	0.000000	0.000000	
1687017847999837	2	1	0	8	18	1.79	1.71	91.04	119.98	3.67	7.79	-0.00	4.26	0.19	13.13	-0.00	13.73	-0.25	89.24	121.76	89.33	119.97	93.60	120.19	93.51	121.98	0	0.000000	0	94	0x1980	100	3424.31	904.75	3401.81	91.58	28.52	1	1	2	64.868896	1	3378.525879	891.483398	919.584717	3401.813232	890.492188	919.012268	3470.101562	890.612793	919.081909	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	2	2	13.13	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	94.53	124.58	90.46	119.98	13.13	0.21	-0.00	0.19	0.000000	0.000000	0.000000	0.000000	0	1.639044	1.935190	0	0.000000	0.000000	0.000000	
1687017847999837	2	1	0	10	14	1.85	1.58	-6.06	136.31	0.69	-5.59	-0.02	-4.21	0.18	0.48	-0.02	9.58	-0.26	-7.16	136.33	-5.31	136.31	-5.24	140.74	-7.10	140.76	0	0.000000	0	100	0x8A0	0	1826.41	955.73	1838.30	30.48	23.20	1	1	0	99.918327	0	1811.170654	944.132629	967.328674	1838.298218	944.129883	967.330505	1841.653931	944.566650	967.036743	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.48	-3.94	-12.73	283.60	-12.73	283.60	0.48	-3.94	-0.02	0.18	-5.92	131.97	-6.06	136.31	0.48	-3.94	-0.02	0.18	0.000000	0.000000	0.000000	0.000000	1	3.156055	0.015947	0	0.000000	0.000000	0.000000	
1687017847999837	2	1	1	2	30	1.43	1.36	4.03	148.77	1.45	-4.99	-0.11	-17.09	2.13	1.63	-0.11	-3.75	1.70	2.77	148.80	4.20	148.77	4.28	153.05	2.85	153.08	0	0.000000	0	86	0x1D80	100	1962.72	947.23	1953.16	19.13	18.18	1	2	2	99.809937	0	1953.155396	938.143188	956.324890	1953.155396	938.143188	956.324890	1972.285278	938.139648	956.324585	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	1.63	-17.27	80.83	1160.39	72.17	1115.50	0.16	-26.81	-0.09	-0.39	4.37	186.73	4.03	148.77	1.63	-17.27	-0.11	2.13	0.000000	0.000000	-0.014531	-21.219513	1	0.013650	0.018617	0	0.000000	0.000000	0.000000	
1687017847999837	2	1	0	12	25	1.51	1.80	-4.14	167.80	1.19	-7.40	0.13	22.83	0.30	0.07	0.13	36.54	-0.14	-5.51	167.89	-3.72	167.81	-3.51	172.08	-5.30	172.17	0	0.000000	0	91	0x2DA0	0	1862.90	948.95	1871.78	24.70	21.46	1	1	0	90.755829	0	1850.553345	938.232422	959.680115	1871.782104	938.222351	959.680969	1875.251221	938.713501	959.639221	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	2	2	0.07	23.02	-9.09	377.09	-9.09	377.09	0.07	23.02	0.13	0.30	-3.69	153.02	-4.14	167.80	0.07	23.02	0.13	0.30	0.000000	0.000000	0.000000	0.000000	0	-3.152168	-0.019843	0	0.000000	0.000000	0.000000	
1687017847999837	2	1	0	6	46	1.66	1.73	-5.73	173.31	0.79	-7.59	-0.28	21.24	8.06	0.12	-0.28	35.02	7.62	-6.72	173.40	-5.06	173.31	-4.85	177.28	-6.51	177.37	0	0.000000	0	83	0x28A0	0	1850.03	954.29	1857.70	22.84	19.95	1	1	0	99.915573	0	1838.611206	944.324951	964.260315	1857.701416	944.317810	964.263611	1861.449463	944.624329	964.123291	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.12	21.50	-12.61	381.49	-12.61	381.49	0.12	21.50	-0.28	8.06	-5.37	162.28	-5.58	173.31	0.12	21.50	-0.28	8.06	0.000000	0.000000	0.000000	0.000000	0	-3.124619	0.054577	0	0.000000	0.000000	0.000000	
1687017847999837	2	1	2	1	13	1.87	1.45	-0.69	199.20	1.46	-7.88	0.00	-19.00	0.17	0.99	0.00	-5.45	-0.27	-1.80	203.48	-1.77	199.20	0.11	199.22	0.07	203.50	0	0.000000	0	101	0x1181	0	1907.69	949.38	1898.30	18.77	14.54	1	0	0	99.800453	0	1898.299683	942.112915	956.655518	1898.299683	942.112915	956.655518	1917.072876	942.114136	956.655640	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.99	-18.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.68	190.09	-0.69	199.20	0.99	-18.96	0.00	0.17	0.000000	0.000000	0.000000	0.000000	0	-3.150047	0.000000	0	0.000000	0.000000	0.000000	
1687017847999837	2	1	0	3	29	1.74	1.91	0.94	232.49	1.95	-9.98	0.22	13.21	-0.17	0.37	0.22	26.69	-0.60	0.05	236.66	0.10	232.49	1.84	232.52	1.79	236.68	0	0.000000	0	87	0x2580	100	1924.10	944.45	1916.89	15.39	16.40	1	2	1	99.834183	0	1916.407227	936.628784	952.739014	1916.891113	936.246033	952.644836	1931.796631	936.248230	952.645325	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.37	13.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.89	225.74	0.94	232.49	0.37	13.17	0.22	-0.17	0.000000	0.000000	0.000000	0.000000	1	-0.013336	-0.000000	0	0.000000	0.000000	0.000000	
1687017848100093	2	1	2	11	19	1.79	1.26	22.16	77.02	1.59	-3.48	-0.13	-17.69	0.30	-0.34	-0.13	-5.14	-0.23	20.28	78.04	24.29	77.03	24.73	78.76	20.71	79.77	0	0.000000	0	96	0x981	100	2489.80	935.26	2434.50	111.25	32.11	1	1	1	85.931000	1	2434.171143	920.046570	951.457336	2434.504150	919.202454	951.311829	2545.425537	918.692139	951.223877	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	1	-0.34	-18.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	22.64	79.65	22.16	77.02	-0.34	-18.59	-0.13	0.30	0.000000	0.000000	0.000000	0.000000	1	1.765802	-1.318842	0	0.000000	0.000000	0.000000	
1687017848100093	2	1	2	5	22	1.48	1.49	-11.31	82.58	0.46	2.58	0.20	-30.01	0.68	5.95	0.20	-16.09	0.15	-12.45	83.72	-9.09	82.58	-8.62	83.98	-11.97	85.12	0	0.000000	0	92	0x1EA1	0	1665.24	961.07	1696.22	91.95	36.00	1	0	1	92.603661	1	1619.271362	943.272034	978.780457	1696.221436	943.068909	979.067139	1711.218262	943.318359	978.715088	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	1	5.95	-29.54	-15.83	125.98	-15.83	125.98	5.95	-29.54	0.20	0.68	-11.07	88.06	-11.31	82.58	5.95	-29.54	0.20	0.68	0.000000	0.000000	0.000000	0.000000	1	1.898216	-0.822217	0	0.000000	0.000000	0.000000	
1687017848100093	2	1	5	9	7	1.67	1.58	33.08	96.38	1.91	0.95	-0.00	1.28	0.19	4.89	-0.00	13.39	-0.34	31.39	98.04	31.30	96.38	35.28	96.17	35.36	97.83	0	0.000000	0	106	0x1980	100	2601.48	929.51	2564.15	93.12	32.78	1	1	1	86.235168	1	2554.918213	913.887878	946.108459	2564.150146	913.126526	945.903259	2648.039795	913.029846	945.877197	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	4.89	-0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.32	88.28	33.08	96.38	4.89	-0.07	-0.00	0.19	0.000000	0.000000	0.000000	0.000000	0	1.622874	1.539243	0	0.000000	0.000000	0.000000	
1687017848100093	0	3	1	4	9	0.80	2.08	-2.62	100.23	0.38	-4.02	0.00	-13.62	0.09	0.07	0.00	-0.06	-0.44	-2.73	100.23	-1.93	100.23	-1.93	100.24	-2.73	100.24	0	0.000000	0	105	0x404020	100	1869.63	956.22	1877.58	15.91	41.48	0	-1	-1	74.428482	0	1861.679688	935.484558	976.961853	1877.583496	935.484558	976.961853	1877.587280	935.486816	976.959900	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	2	2	0.07	-13.51	-3.25	139.97	-3.25	139.97	0.07	-13.51	0.00	0.09	-1.90	81.79	-2.62	100.23	0.07	-13.51	0.00	0.09	0.000000	0.000000	0.000000	0.000000	0	-0.004094	0.000000	0	0.000000	0.000000	0.000000	
1687017848100093	2	1	2	0	36	1.81	1.42	-1.70	106.99	0.77	-2.57	-0.09	-25.16	0.19	1.80	-0.09	-11.63	-0.34	-3.19	107.06	-1.41	106.99	-1.25	111.27	-3.04	111.34	0	0.000000	0	85	0x34A1	0	1875.02	955.25	1889.79	37.12	26.40	1	1	0	91.444366	1	1856.461304	942.061646	968.441162	1889.788452	942.052002	968.447449	1893.577637	942.664734	968.046021	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	2	2	1.80	-25.09	-3.99	251.49	-3.99	251.49	1.80	-25.09	-0.09	0.19	-1.69	106.43	-1.60	106.99	1.80	-25.09	-0.09	0.19	0.000000	0.000000	-0.016318	-26.869810	0	-3.142011	0.004071	0	0.000000	0.000000	0.000000	
1687017848100093	2	1	2	7	17	1.69	1.86	101.80	108.19	3.74	-7.54	-0.00	-21.37	0.22	-3.12	-0.00	-12.07	-0.31	100.33	109.83	99.91	108.19	103.83	107.20	104.25	108.84	0	0.000000	0	98	0x1B81	0	3793.94	896.33	3758.94	109.97	34.38	1	1	0	85.752960	1	3738.957520	880.319031	914.184326	3758.939941	879.141724	913.520264	3848.924072	878.412903	913.109131	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	-3.12	-25.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	101.80	108.19	95.46	101.34	-3.12	-25.53	-0.00	0.22	0.000000	0.000000	0.000000	0.000000	1	-1.330981	1.818423	0	0.000000	0.000000	0.000000	
1687017848100093	2	1	0	8	19	2.06	1.94	89.00	117.54	3.33	6.87	-0.01	3.26	0.28	11.67	-0.01	13.08	-0.25	87.23	119.59	87.09	117.54	92.00	117.21	92.13	119.26	0	0.000000	0	94	0x1980	100	3426.93	907.58	3394.67	110.69	32.97	1	1	2	83.128006	1	3371.582031	892.239380	924.643005	3394.672852	891.091492	924.060730	3482.274658	890.905273	923.966248	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	11.67	-0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	77.75	102.68	89.00	117.54	11.67	-0.37	-0.01	0.28	0.000000	0.000000	0.000000	0.000000	1	1.637234	1.652188	0	0.000000	0.000000	0.000000	
1687017848100093	2	1	0	10	15	1.79	1.62	-6.80	137.66	0.44	-5.31	-0.05	-2.56	0.30	0.31	-0.05	11.17	-0.23	-7.89	137.68	-6.09	137.66	-6.04	141.94	-7.83	141.97	0	0.000000	0	100	0x8A0	0	1816.40	959.08	1827.65	29.49	23.52	1	1	0	99.765190	0	1801.657959	947.323853	970.839722	1827.645752	947.321960	970.842041	1831.145874	947.644470	970.454041	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.31	-2.28	-10.27	205.82	-10.27	205.82	0.31	-2.28	-0.05	0.30	-7.13	142.86	-6.80	137.66	0.31	-2.28	-0.05	0.30	0.000000	0.000000	0.000000	0.000000	1	3.155379	0.033614	0	0.000000	0.000000	0.000000	
1687017848100093	2	1	1	2	31	1.89	1.40	3.73	158.51	1.12	-4.66	-0.09	-10.87	3.07	1.82	-0.09	2.44	2.54	2.44	162.77	2.39	158.51	4.28	158.49	4.33	162.75	0	0.000000	0	86	0x39A0	100	1957.92	951.81	1946.15	24.05	17.61	1	2	2	99.257538	0	1945.897461	943.401245	960.549072	1946.146362	943.009277	960.617554	1969.949097	943.007446	960.617859	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	1.82	-11.02	20.50	1013.11	20.50	1013.11	1.69	-17.05	-0.12	2.23	3.90	192.84	3.73	158.51	1.82	-11.02	-0.09	3.07	0.000000	0.000000	-0.014531	-21.219513	0	0.010339	0.014981	0	0.000000	0.000000	0.000000	
1687017848100093	2	1	0	6	47	1.86	1.89	-6.10	169.49	0.27	-6.72	-0.27	18.35	7.25	0.20	-0.27	32.06	6.71	-7.36	169.53	-5.49	169.49	-5.41	173.80	-7.27	173.84	0	0.000000	0	83	0x8A0	0	1841.66	959.37	1851.32	24.51	22.19	1	1	0	97.689079	1	1829.409302	948.274902	970.463806	1851.324219	948.272766	970.466553	1853.920166	948.513733	970.157654	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.20	18.60	-7.98	212.90	-7.98	212.90	0.20	18.60	-0.27	7.25	-5.84	155.76	-6.10	169.49	0.20	18.60	-0.27	7.25	0.000000	0.000000	0.000000	0.000000	0	-3.121494	0.064229	0	0.000000	0.000000	0.000000	
1687017848100093	2	1	2	1	14	1.79	1.39	-1.25	178.05	1.16	-6.21	0.00	-18.99	0.26	1.06	0.00	-5.48	-0.27	-2.41	178.12	-0.63	178.05	-0.46	182.33	-2.25	182.40	0	0.000000	0	101	0x31A1	0	1899.95	952.19	1908.99	22.01	15.53	1	1	0	99.770386	0	1888.950439	944.434509	959.954590	1908.986938	944.429260	959.955322	1910.958008	944.747437	959.909485	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	4	2	1.06	-18.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.68	190.09	-1.25	178.05	1.06	-18.94	0.00	0.26	0.000000	0.000000	0.000000	0.000000	0	-3.147205	0.038593	0	0.000000	0.000000	0.000000	
1687017848100093	2	1	0	12	26	1.51	1.80	-5.18	186.76	0.65	-7.95	0.08	32.42	0.61	-0.32	0.08	46.08	0.08	-6.55	186.85	-4.76	186.78	-4.57	191.05	-6.36	191.13	0	0.000000	0	91	0xCA0	0	1857.18	955.60	1865.17	22.17	19.28	1	1	0	97.012695	0	1846.095825	945.967651	965.239136	1865.173096	945.962585	965.242188	1868.263184	946.231934	965.080139	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	-0.32	32.63	-10.96	378.31	-10.96	378.31	-0.32	32.63	0.08	0.61	-5.60	193.24	-5.18	186.76	-0.32	32.63	0.08	0.61	0.000000	0.000000	0.000000	0.000000	0	-3.156117	-0.025097	0	0.000000	0.000000	0.000000	
1687017848100093	2	1	0	3	30	1.74	1.85	0.06	234.11	1.60	-9.19	0.22	13.31	-0.06	0.37	0.22	26.77	-0.60	-0.80	238.29	-0.74	234.11	1.00	234.14	0.94	238.31	0	0.000000	0	87	0x2580	100	1916.92	947.82	1909.70	15.26	15.75	1	0	0	99.618301	0	1909.288208	940.260010	955.737183	1909.701782	939.943665	955.696838	1924.549927	939.945679	955.697083	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	0.37	13.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	234.99	0.06	234.11	0.37	13.31	0.22	-0.06	0.000000	0.000000	0.000000	0.000000	0	-0.014984	-0.000000	0	0.000000	0.000000	0.000000	
1687017848200096	2	1	1	11	20	1.79	1.26	23.32	78.61	1.69	-2.16	0.08	-15.07	0.55	1.09	0.08	-2.66	-0.11	21.44	79.62	25.46	78.63	25.89	80.37	21.87	81.36	0	0.000000	0	96	0x1980	100	2507.28	933.17	2453.29	109.81	31.47	1	1	1	83.440689	1	2452.370117	918.305420	949.103210	2453.285156	917.439270	948.909058	2562.179688	916.925171	948.793823	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	1	1.09	-16.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	25.42	89.01	23.32	78.61	1.09	-16.03	0.08	0.55	0.000000	0.000000	0.000000	0.000000	1	1.761666	1.585182	0	0.000000	0.000000	0.000000	
1687017848200096	2	1	2	5	23	1.47	1.52	-10.93	80.46	0.40	2.87	0.21	-29.39	0.83	6.20	0.21	-15.56	0.17	-12.50	81.81	-9.25	80.46	-8.69	81.82	-11.94	83.17	0	0.000000	0	92	0x1EA1	0	1657.59	962.36	1686.50	93.12	37.58	1	0	1	89.778496	1	1611.027222	943.810669	980.766663	1686.501709	943.571594	981.150146	1704.148804	943.811462	980.765442	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	1	6.20	-28.94	-14.85	114.65	-14.85	114.65	6.20	-28.94	0.21	0.83	-10.78	83.22	-10.93	80.46	6.20	-28.94	0.21	0.83	0.000000	0.000000	0.000000	0.000000	1	1.965908	-0.750234	0	0.000000	0.000000	0.000000	
1687017848200096	2	1	5	13	4	1.85	1.50	36.08	85.91	2.00	8.17	-0.00	1.51	0.25	11.73	-0.00	13.39	-0.41	34.31	87.76	34.39	85.91	38.80	86.09	38.72	87.94	0	0.000000	0	108	0x1B80	100	2755.77	925.01	2714.73	119.10	34.89	1	1	2	86.916039	1	2696.218262	908.621582	942.778259	2714.734375	907.560608	942.451233	2815.322266	907.666260	942.483765	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	0	11.73	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	34.73	82.52	36.08	85.91	11.73	0.02	-0.00	0.25	0.000000	0.000000	0.000000	0.000000	1	1.529952	1.449892	1	0.000000	0.000000	0.000000	
1687017848200096	2	1	2	0	37	1.81	1.42	-2.54	98.47	0.87	-2.18	-0.09	-25.16	0.32	1.89	-0.09	-11.68	-0.34	-4.04	98.53	-2.25	98.48	-2.11	102.75	-3.90	102.81	0	0.000000	0	85	0x34A1	0	1854.58	952.91	1870.40	40.77	28.68	1	1	0	98.031860	0	1834.192017	938.579346	967.241272	1870.398438	938.567993	967.246643	1874.965454	939.376648	966.861755	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	4	2	1.89	-25.06	-3.99	251.49	-2.54	98.47	1.89	-25.06	-0.09	0.32	-1.69	106.43	-2.54	98.47	1.89	-25.06	-0.09	0.32	0.000000	0.000000	-0.016318	-26.869810	0	-3.146056	0.077924	0	0.000000	0.000000	0.000000	
1687017848200096	2	1	2	7	18	1.69	1.86	101.80	108.17	3.74	-7.64	-0.00	-20.81	0.34	-3.17	-0.00	-11.65	-0.31	100.33	109.81	99.91	108.17	103.83	107.18	104.25	108.82	0	0.000000	0	98	0x1B81	0	3794.22	896.32	3759.21	109.99	34.38	1	1	0	85.752960	1	3739.223145	880.306030	914.177002	3759.212891	879.128357	913.512695	3849.215332	878.399292	913.101440	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	-3.17	-25.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	101.80	108.17	95.11	100.83	-3.17	-25.02	-0.00	0.34	0.000000	0.000000	0.000000	0.000000	1	-1.330765	1.818423	0	0.000000	0.000000	0.000000	
1687017848200096	0	3	1	4	3	0.84	1.67	-20.07	111.68	0.29	-4.70	-0.00	-14.35	0.22	-0.09	-0.00	-0.14	-0.44	-20.65	111.68	-19.81	111.68	-19.81	111.69	-20.65	111.69	0	0.000000	0	110	0x400000	100	1554.48	961.64	1561.93	14.96	29.92	1	-1	-1	98.107651	1	1547.001709	946.678589	976.601929	1561.929199	946.678589	976.601929	1561.960938	946.679565	976.600220	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	-0.09	-13.52	-25.85	142.68	-25.85	142.68	-0.09	-13.52	-0.00	0.22	-20.54	113.37	-20.07	111.68	-0.09	-13.52	-0.00	0.22	0.000000	0.000000	0.000000	0.000000	0	-0.003176	0.000000	1	0.000000	0.000000	0.000000	
1687017848200096	2	1	0	8	20	1.80	1.91	87.81	115.43	3.39	5.72	-0.01	2.73	0.41	10.49	-0.01	12.47	-0.25	86.31	117.23	86.29	115.43	90.59	115.37	90.62	117.17	0	0.000000	0	94	0x1980	100	3434.13	905.85	3407.77	97.69	33.10	1	1	2	80.178070	0	3385.284668	890.358398	922.948364	3407.766846	889.303406	922.401672	3482.970215	889.267639	922.383179	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	1	2	10.49	-0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	77.88	102.37	87.81	115.43	10.49	-0.91	-0.01	0.41	0.000000	0.000000	0.000000	0.000000	1	1.584748	1.310714	0	0.000000	0.000000	0.000000	
1687017848200096	2	1	0	9	8	1.79	1.87	41.79	121.81	2.14	-0.15	-0.00	1.71	0.31	4.89	-0.00	13.35	-0.34	39.94	123.60	39.92	121.81	44.20	121.76	44.22	123.55	0	0.000000	0	106	0x1B80	100	2600.63	929.44	2570.01	79.50	30.58	1	1	2	81.331253	0	2560.883789	914.786011	944.924133	2570.009766	914.150940	944.731995	2640.379395	914.132446	944.726440	-1.00	-1.00	-1.00	-1.00	0	0.00	0.00	4	2	4.89	-0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	30.32	88.28	33.17	96.51	4.89	-0.02	-0.00	0.31	0.000000	0.000000	0.000000	0.000000	0	1.612294	1.582775	0	0.000000	0.000000	0.000000	
